;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
MIPSRF5008;201617;NORD OVEST;20154,0;F205;;;LEONARDO DA VINCI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA CAGNOLA 17;MILANO;LOMBARDIA;SI;www.scuolemilano.it;False;9,172634500000001;45,4792927;SCUOLA SECONDARIA II GRADO;30
MI1E140003;201617;NORD OVEST;20139,0;F205;;;ST LOUIS SCHOOL;;MILANO;SCUOLA PRIMARIA NON STATALE;;;info@stlouisschool.com;Non Disponibile;VIA CAVIGLIA1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2303322;45,443961200000004;SCUOLA PRIMARIA;338
MI1EGH5005;201617;NORD OVEST;20133,0;F205;;;CASA DEI BAMBINI SCUOLA MONTESSORI;;MILANO;SCUOLA PRIMARIA NON STATALE;;;segreteria@scuolamontessorimilano.it;MONTESSORIPORPORA@PEC.IT;PIAZZA SAN GEROLAMO 6;MILANO;LOMBARDIA;SI;www.scuolamontessorimilano.it;False;9,236655699999998;45,46925539999999;SCUOLA PRIMARIA;115
MITD08500R;201617;NORD OVEST;20122,0;F205;;;ISTITUTO TECNICO COMMERCIALE DE AMICIS;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTIDEAMICIS.IT;Non Disponibile;V. LAMARMORA 34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891;SCUOLA SECONDARIA II GRADO;47
MIPC10500T;201617;NORD OVEST;20145,0;F205;;;LICEO CLASSICO ISTITUTO LEONE XIII;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@LEONEXIII.IT;Non Disponibile;V.LEONE XIII 12;MILANO;LOMBARDIA;SI;www.leonexiii.it;False;9,1626611;45,4740247;SCUOLA SECONDARIA II GRADO;88
MIPS09500G;201617;NORD OVEST;20145,0;F205;;;LICEO SCIENTIFICO ISTITUTO LEONE XIII;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@leonexiii.it;Non Disponibile;V.LEONE XIII 12;MILANO;LOMBARDIA;SI;www.leonexiii.it;False;9,1626611;45,4740247;SCUOLA SECONDARIA II GRADO;261
MIPSIG500R;201617;NORD OVEST;20122,0;F205;;;"LICEO SCIENTIFICO AD INDIRIZZO SPORTIVO ""LEOPOLDO MARANGONI""";;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutideamicis.it;Non Disponibile;VIA LAMARMORA 34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891;SCUOLA SECONDARIA II GRADO;89
MI1E11900N;201617;NORD OVEST;20141,0;F205;;;M.A.COCCHETTI;;MILANO;SCUOLA PRIMARIA NON STATALE;;;primaria@cocchetti.it;Non Disponibile;VIA CERMENATE4;MILANO;LOMBARDIA;SI;www.cocchetti.it;False;9,1768331;45,4372672;SCUOLA PRIMARIA;114
MI1M08100N;201617;NORD OVEST;20145,0;F205;;;SCUOLA SECONDARIA DI 1° GR. SUORE ANGELICHE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;ISTITUTOSANPAOLO@VIRGILIO.IT;Non Disponibile;V. BUONARROTI 49;MILANO;LOMBARDIA;SI;www.istitutosanpaolo.mi.it;False;9,1552668;45,472646600000004;SCUOLA SECONDARIA I GRADO;91
MI1E012002;201617;NORD OVEST;20148,0;F205;;;"SC. ELEM. PAR. SR. COMPASSIONISTE""SANTA GIULIANA FALCONIERI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;SANTAGIULIANA@TISCALINET.IT;Non Disponibile;VIA ZAMAGNA 18;MILANO;LOMBARDIA;SI;www.santagiuliana.net;False;9,1339659;45,4750372;SCUOLA PRIMARIA;102
MI1M069003;201617;NORD OVEST;20132,0;F205;;;SCUOLA SECONDARIA DI 1° GR. ISTITUTO SAN GIUSEPPE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA@SANGIUSEPPEMILANO.ORG;Non Disponibile;V. S.G.B. DE LA SALLE 5;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2415584;45,502607899999994;SCUOLA SECONDARIA I GRADO;139
MI1E137007;201617;NORD OVEST;20146,0;F205;;;SCUOLA PRIMARIA LE JOSEF TEHILLOT;;MILANO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@JOSEF-TEHILLOT.COM;Non Disponibile;VIA WASHINGTON 21;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1552743;45,463769799999994;SCUOLA PRIMARIA;41
MITD52500D;201617;NORD OVEST;20139,0;F205;;;ITE REGINA MUNDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@scuolareginamundi.it;REGINAMUNDI@EDUPEC.IT;VIA BONCOMPAGNI 18;MILANO;LOMBARDIA;SI;www.scuolareginamundi.it;False;9,226975900000001;45,44016269999999;SCUOLA SECONDARIA II GRADO;49
MI1E00200B;201617;NORD OVEST;20161,0;F205;;;"SCUOLA ELEM.PAR.""A.RICCI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;semiconvittoachillericci@virgilio.it;Non Disponibile;VIA CAMILLO SBARBARO11;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,181704;45,517285;SCUOLA PRIMARIA;120
MIPC09500C;201617;NORD OVEST;20124,0;F205;;;LICEO CLASSICO ISTITUTO GONZAGA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;ISTITUTOGONZAGA@PEC.GONZAGA-MILANO.IT;V. VITRUVIO 41;MILANO;LOMBARDIA;SI;www.gonzaga-milano.it;False;9,2060625;45,4825877;SCUOLA SECONDARIA II GRADO;295
MI1M04900T;201617;NORD OVEST;20122,0;F205;;;SCUOLA SECONDARIA DI 1° GR. ZACCARIA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA@ISTITUTOZACCARIA.IT;istitutozaccaria@pec.it;VIA DELLA COMMENDA 5;MILANO;LOMBARDIA;SI;www.istitutozaccaria.it;False;9,1989522;45,45939569999999;SCUOLA SECONDARIA I GRADO;157
MIPL125001;201617;NORD OVEST;20127,0;F205;;;LICEO LINGUISTICO MANZONI CIVICA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@lamanzoni.it;Non Disponibile;VIA GRAZIA DELEDDA 11;MILANO;LOMBARDIA;SI;www.lamanzoni.it;False;9,2159124;45,4876385;SCUOLA SECONDARIA II GRADO;1038
MIPSGA5005;201617;NORD OVEST;20133,0;F205;;;LICEO SCIENTIFICO FAES MONFORTE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;monforte@faesmilano.it;Non Disponibile;VIA G.A. AMADEO 11;MILANO;LOMBARDIA;SI;www.faesmilano.it;False;9,231686900000001;45,471360700000005;SCUOLA SECONDARIA II GRADO;35
MI1E11800T;201617;NORD OVEST;20145,0;F205;;;SUORE ANGELICHE;;MILANO;SCUOLA PRIMARIA NON STATALE;;;ISTITUTOSANPAOLO@VIRGILIO.IT;Non Disponibile;VIA BUONARROTI 49;MILANO;LOMBARDIA;SI;www.istitutosanpaolo.mi.it;False;9,1552668;45,472646600000004;SCUOLA PRIMARIA;121
MI1E00700E;201617;NORD OVEST;20148,0;F205;;;"SCUOLA PRIMARIA PARITARIA""LA ZOLLA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA CACCIALEPORI 22;MILANO;LOMBARDIA;SI;http//www.lazolla.it;False;9,143042300000001;45,4695127;SCUOLA PRIMARIA;239
MIPS72500B;201617;NORD OVEST;20141,0;F205;;;LICEO SCIENTIFICO MADRE COCCHETTI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;presidenza@cocchetti.it;Non Disponibile;V.G.DA CERMENATE 4;MILANO;LOMBARDIA;SI;www.cocchetti.it;False;9,1768331;45,4372672;SCUOLA SECONDARIA II GRADO;62
MI1M077002;201617;NORD OVEST;20141,0;F205;;;SCUOLA SECONDARIA DI 1° GR. MADRE COCCHETTI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;presidenza@cocchetti.it;Non Disponibile;V.G.DA CERMENATE 4;MILANO;LOMBARDIA;SI;www.cocchetti.it;False;9,1768331;45,4372672;SCUOLA SECONDARIA I GRADO;132
MI1E14200P;201617;NORD OVEST;20134,0;F205;;;SCUOLA PRIMARIA PAR. FONDAZIONE SACRO CUORE;;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;FONDAZIONESACROCUORE@EDUPEC.IT;VIA ROMBON 78;MILANO;LOMBARDIA;SI;www.sacrocuore.org;False;9,2528017;45,486851200000004;SCUOLA PRIMARIA;270
MITD25500P;201617;NORD OVEST;20146,0;F205;;;ISTITUTO TECNICO COMMERCIALE COMUNITA' EBRAICA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;MARUSCA.RIZZI@COM-EBRAICAMILANO.IT;Non Disponibile;VIA SALLY MAYER4/6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1377015;45,4563598;SCUOLA SECONDARIA II GRADO;43
MI1E12100N;201617;NORD OVEST;20133,0;F205;;;"SCUOLA PRIMARIA PARITARIA ""FAES MONFORTE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;monforte@faesmilano.it;Non Disponibile;VIA AMADEO 11;MILANO;LOMBARDIA;SI;WWW.FAESMILANO.IT;False;9,231686900000001;45,471360700000005;SCUOLA PRIMARIA;132
MI1E00100G;201617;NORD OVEST;20161,0;F205;;;"SCUOLA ELEM. PAR.""COR JESU""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;cjmipresidenza@virgilio.it;Non Disponibile;VIA TEANO21;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1610752;45,5280203;SCUOLA PRIMARIA;262
MISL025006;201617;NORD OVEST;20134,0;F205;;;LICEO ARTISTICO FONDAZIONE SACRO CUORE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;FONDAZIONESACROCUORE@EDUPEC.IT;VIA ROMBON78;MILANO;LOMBARDIA;SI;www.sacrocuore.org;False;9,2528017;45,486851200000004;SCUOLA SECONDARIA II GRADO;265
MI1E07800L;201617;NORD OVEST;20147,0;F205;;;"SCUOLA ELEM.PARIF.""MATER DIVINAE GRATIAE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;SCUOLAMDG@KATAMAIL.COM;Non Disponibile;VIA GULLI 14;MILANO;LOMBARDIA;SI;www.scuolamdg.it;False;9,1346277;45,4653193;SCUOLA PRIMARIA;120
MITF005006;201617;NORD OVEST;20131,0;F205;;;ISTITUTO TECNICO TECNOLOGICO INFORMATICO S. FREUD;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutofreud.it;PEC@PEC.ISTITUTOFREUD.IT;VIA ACCADEMIA 26;MILANO;LOMBARDIA;SI;www.istitutofreud.it;False;9,2281058;45,4865275;SCUOLA SECONDARIA II GRADO;157
MIPL0Z500D;201617;NORD OVEST;20122,0;F205;;;LICEO LINGUISTICO POMERIDIANO MARCELLINE QUADRONNO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;liceolinguistico@marcellinequadronno.it;Non Disponibile;VIA QUADRONNO 15;MILANO;LOMBARDIA;SI;www.marcellinequadronno.it;False;9,192608;45,4543326;SCUOLA SECONDARIA II GRADO;41
MI1M048002;201617;NORD OVEST;20122,0;F205;;;SCUOLA SECONDARIA DI 1° GR. VITTORIA COLONNA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA@ISTITUTOCOLONNA.COM;DIREZIONE@PEC.ISTITUTOCOLONNA.COM;V.CONSERVATORIO 4;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2032455;45,464347700000005;SCUOLA SECONDARIA I GRADO;58
MI1M07500A;201617;NORD OVEST;20139,0;F205;;;SCUOLA SECONDARIA DI 1° GR. S. VINCENZO REGINA MUNDI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;info@scuolareginamundi.it;Non Disponibile;V. BONCOMPAGNI 18;MILANO;LOMBARDIA;SI;wwwscuolareginamundi.it;False;9,226975900000001;45,44016269999999;SCUOLA SECONDARIA I GRADO;190
MIPM58500Q;201617;NORD OVEST;20133,0;F205;;;LICEO DELLE SCIENZE UMANE FAES MONFORTE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;monforte@faesmilano.it;Non Disponibile;VIA AMADEO 11;MILANO;LOMBARDIA;SI;www.faesmilano.it;False;9,231686900000001;45,471360700000005;SCUOLA SECONDARIA II GRADO;19
MIPSO8500I;201617;NORD OVEST;20123,0;F205;;;LICEO SCIENTIFICO AD INDIRIZZO SPORTIVO LEOPARDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutoleopardi.it;Non Disponibile;VIA CARROCCIO 9;MILANO;LOMBARDIA;SI;www.istitutoleopardi.it;False;9,1729748;45,4599375;SCUOLA SECONDARIA II GRADO;39
MI1E074009;201617;NORD OVEST;20162,0;F205;;;"SCUOLA ELEM.PARIF.""MARIA IMMACOLATA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIALE SUZZANI 64;MILANO;LOMBARDIA;SI;www.scuolamariaimmacolata.org;False;9,1990257;45,508365500000004;SCUOLA PRIMARIA;122
MIPS6D500I;201617;NORD OVEST;20122,0;F205;;;VITTORIA COLONNA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA CONSERVATORIO 4;MILANO;LOMBARDIA;SI;www.istitutocolonna.com;False;9,2032455;45,464347700000005;SCUOLA SECONDARIA II GRADO;27
MI1M076006;201617;NORD OVEST;20122,0;F205;;;SCUOLA SECONDARIA DI 1° GR. SCUOLA EUROPA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;ORGANIZZAZIONE@SCUOLAEUROPA.IT;Non Disponibile;V.LE MAJNO 39;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2051121;45,47234;SCUOLA SECONDARIA I GRADO;51
MI1E07700R;201617;NORD OVEST;20133,0;F205;;;"SCUOLA ELEM.PARIFICATA""RUDOLF STEINER""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;didattica@scuolasteinermilano.it;Non Disponibile;VIA CLERICETTI 45;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2352024;45,479587200000005;SCUOLA PRIMARIA;119
MIPSPS500G;201617;NORD OVEST;20123,0;F205;;;LICEO SCIENTIFICO ORSOLINE DI SAN CARLO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@artisticorsoline.it;Non Disponibile;VIA LANZONE 53;MILANO;LOMBARDIA;SI;www.artisticorsoline.it;False;9,174606800000001;45,4615371;SCUOLA SECONDARIA II GRADO;34
MI1E06300V;201617;NORD OVEST;20155,0;F205;;;"SCUOLA ELEM.PAR.""GIOVANNI XXIII""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA DE PREDIS 8;MILANO;LOMBARDIA;SI;http//www.gio23.it;False;9,1515844;45,4972662;SCUOLA PRIMARIA;109
MI1E14100V;201617;NORD OVEST;20162,0;F205;;;THE BILINGUAL EUROPEAN SCHOOL;;MILANO;SCUOLA PRIMARIA NON STATALE;;;schooloffice@beschool.eu;Non Disponibile;VIA VAL CISMON 9;MILANO;LOMBARDIA;SI;www.beschool.eu;False;9,1941276;45,506209000000005;SCUOLA PRIMARIA;301
MI1E06400P;201617;NORD OVEST;20156,0;F205;;;"SCUOLA ELEM.PAR.""SUORE FRANCESCANE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;scuolacatt.garegnano@libero.it;Non Disponibile;VIA GAREGNANO10;MILANO;LOMBARDIA;SI;www.primariainfanziagareganano.it;False;9,12883;45,50123;SCUOLA PRIMARIA;104
MIPS055005;201617;NORD OVEST;20122,0;F205;;;LICEO SCIENTIFICO DE AMICIS;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTIDEAMICIS.IT;Non Disponibile;VIA LAMARMORA 34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891;SCUOLA SECONDARIA II GRADO;130
MI1E12000T;201617;NORD OVEST;20134,0;F205;;;LIBERA SCUOLA 'R. STEINER';;MILANO;SCUOLA PRIMARIA NON STATALE;;;segreteria@liberascuola-rudolfsteiner.it;Non Disponibile;VIA T. PINI 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2408198;45,4845326;SCUOLA PRIMARIA;106
MI1E009006;201617;NORD OVEST;20123,0;F205;;;"SCUOLA ELEM.PAR.""COLLEGIO SAN CARLO""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;CSC@COLLEGIOSANCARLO.IT;Non Disponibile;CORSO MAGENTA71;MILANO;LOMBARDIA;SI;www.collegiosancarlo.it;False;9,16976;45,465581;SCUOLA PRIMARIA;631
MI1M098003;201617;NORD OVEST;20158,0;F205;;;SCUOLA SECONDARIA DI 1° GR. ANDREA MANDELLI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;FONDAZIONEMANDELLIRODARI@EDUPEC.IT;VIA BONOMI1;MILANO;LOMBARDIA;SI;www.mandellirodari.org;False;9,1753965;45,5019101;SCUOLA SECONDARIA I GRADO;279
MITD5V500H;201617;NORD OVEST;20127,0;F205;;;MANZONI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA GRAZIA DELEDDA 11;MILANO;LOMBARDIA;SI;www.manzonipacle.it;False;9,2159124;45,4876385;SCUOLA SECONDARIA II GRADO;213
MI1E062003;201617;NORD OVEST;20122,0;F205;;;"SCUOLA ELEM. PAR. ""SCUOLA EUROPA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;ORGANIZZAZIONE@SCUOLAEUROPA.IT;Non Disponibile;VIALE MAJNO39;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2051121;45,47234;SCUOLA PRIMARIA;113
MITNUQ500H;201617;NORD OVEST;20131,0;F205;;;"ISTITUTO TECNICO SETT. ECONOMICO IND. TURISMO ""S. FREUD""";;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutofreud.it;SCUOLAPARITARIA-S.FREUD@PEC.NET;VIA ACCADEMIA 26;MILANO;LOMBARDIA;SI;www.istitutofreud.it;False;9,2281058;45,4865275;SCUOLA SECONDARIA II GRADO;89
MI1M10000T;201617;NORD OVEST;20146,0;F205;;;SCUOLA SECONDARIA DI 1° GRADO LE JOSEF TEHILLOT;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@josef-tehillot.com;Non Disponibile;VIA WASHINGTON 21;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1552743;45,463769799999994;SCUOLA SECONDARIA I GRADO;21
MI1M050002;201617;NORD OVEST;20122,0;F205;;;SCUOLA SECONDARIA DI 1° GR. MADRE CABRINI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;C.O PORTA ROMANA 105;MILANO;LOMBARDIA;SI;www.cabrini105.it;False;9,199094699999998;45,4541624;SCUOLA SECONDARIA I GRADO;56
MIPS04500E;201617;NORD OVEST;20146,0;F205;;;LICEO SCIENTIFICO COMUNITA' EBRAICA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;MARUSCA.RIZZI@COM-EBRAICAMILANO.IT;Non Disponibile;V.SALLY MAYER 4/6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1382776;45,4557669;SCUOLA SECONDARIA II GRADO;74
MI1E00800A;201617;NORD OVEST;20147,0;F205;;;"SCUOLA ELEM. PAR. ""DEVOTA MACULAN""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;FONDAZIONEGROSSMAN@EDUPEC.IT;VIA INGANNI 12;MILANO;LOMBARDIA;SI;www.fondazionegrossman.org;False;9,1275969;45,44797;SCUOLA PRIMARIA;270
MIPS735002;201617;NORD OVEST;20123,0;F205;;;LICEO SCIENTIFICO LEOPARDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTOLEOPARDI.IT;Non Disponibile;V.CARROCCIO 9;MILANO;LOMBARDIA;SI;www.istitutoleopardi.it;False;9,1729748;45,4599375;SCUOLA SECONDARIA II GRADO;147
MI1M09300X;201617;NORD OVEST;20161,0;F205;;;SCUOLA SECONDARIA DI 1° GR. COR JESU;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.TEANO 21;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1610752;45,5280203;SCUOLA SECONDARIA I GRADO;172
MI1M097007;201617;NORD OVEST;20134,0;F205;;;SCUOLA SECONDARIA DI 1° GR. LIBERA SCUOLA RUDOLF STEINER;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@liberascuola-rudolfsteiner.it;Non Disponibile;V. T. PINI 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2408198;45,4845326;SCUOLA SECONDARIA I GRADO;61
MI1E004003;201617;NORD OVEST;20158,0;F205;;;"SCUOLA ELEM. PAR. ""ISTITUTO SANTA GEMMA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;INFO@SCUOLASANTAGEMMA.IT;Non Disponibile;VIA BALDINUCCI88;MILANO;LOMBARDIA;SI;www.scuolasantagemma.it;False;9,1672259;45,5030027;SCUOLA PRIMARIA;256
MITN03500N;201617;NORD OVEST;20123,0;F205;;;ISTITUTO TECNICO PER IL TURISMO MARCELLINE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;marcellinetommaseo@yahoo.it;Non Disponibile;P.ZA TOMMASEO 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1672828;45,4696335;SCUOLA SECONDARIA II GRADO;77
MI1E07900C;201617;NORD OVEST;20156,0;F205;;;"SCUOLA ELEM.PARIF.""MARIA CONSOLATRICE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;scuolamariaconsolatrice@tin.it;Non Disponibile;VIA AMPEZZO 8;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,140576;45,496995;SCUOLA PRIMARIA;121
MIPS085001;201617;NORD OVEST;20124,0;F205;;;LICEO SCIENTIFICO ISTITUTO GONZAGA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;ISTITUTOGONZAGA@PEC.GONZAGA-MILANO.IT;V.VITRUVIO 41;MILANO;LOMBARDIA;SI;www.gonzaga-milano.it;False;9,2060625;45,4825877;SCUOLA SECONDARIA II GRADO;206
MI1E132004;201617;NORD OVEST;20155,0;F205;;;SCUOLA ELEMENTARE METODO MONTESSORI;;MILANO;SCUOLA PRIMARIA NON STATALE;;;info@scuolamontessori.com;Non Disponibile;VIA BARTOLINI 46;MILANO;LOMBARDIA;SI;www.scuolamontessori.com;False;9,152317;45,492171;SCUOLA PRIMARIA;101
MIPC125003;201617;NORD OVEST;20133,0;F205;;;LICEO CLASSICO FAES/MONFORTE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;monforte@faesmilano.it;Non Disponibile;VIA G.A. AMADEO 11;MILANO;LOMBARDIA;SI;WWW.FAESMILANO.IT;False;9,231686900000001;45,471360700000005;SCUOLA SECONDARIA II GRADO;28
MI1E090007;201617;NORD OVEST;20148,0;F205;;;"SCUOLA ELEM.PARIF.""BEATA VERGINE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;BEATA_VERGINE_MILANO@LIBERO.IT;Non Disponibile;VIA G.TERRAGNI 36;MILANO;LOMBARDIA;SI;www.istitutobeatavergine.net;False;9,13343;45,48577;SCUOLA PRIMARIA;78
MI1M092004;201617;NORD OVEST;20158,0;F205;;;SCUOLA SECONDARIA DI 1° GR. S. GEMMA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;INFO@SCUOLASANTAGEMMA.IT;Non Disponibile;V. BALDINUCCI 88;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1672259;45,5030027;SCUOLA SECONDARIA I GRADO;122
MI1E067006;201617;NORD OVEST;20122,0;F205;;;"SCUOLA ELEM. PAR. ""MADRE CABRINI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;C.SO DI PORTA ROMANA105;MILANO;LOMBARDIA;SI;www.cabrini105.it;False;9,199166900000002;45,4542955;SCUOLA PRIMARIA;119
MI1M06100C;201617;NORD OVEST;20124,0;F205;;;SCUOLA SECONDARIA DI 1° GR. MARIA CONSOLATRICE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@consolatricemilano.it;Non Disponibile;V.GIOIA 51;MILANO;LOMBARDIA;SI;www.consolatricemilano.it;False;9,198364999999999;45,4876866;SCUOLA SECONDARIA I GRADO;215
MI1E13300X;201617;NORD OVEST;20125,0;F205;;;SCUOLA ELEM PAR IST.SALESIANO S.AMBROGIO;;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA COPERNICO 9;MILANO;LOMBARDIA;SI;www.salesianimilano.it;False;9,201044300000001;45,4881563;SCUOLA PRIMARIA;140
MIPLGB500O;201617;NORD OVEST;20124,0;F205;;;MARIA CONSOLATRICE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@consolatricemilano.it;Non Disponibile;VIA MELCHIORRE GIOIA 51;MILANO;LOMBARDIA;SI;www.consolatricemilano.it;False;9,198364999999999;45,4876866;SCUOLA SECONDARIA II GRADO;117
MI1E01900R;201617;NORD OVEST;20122,0;F205;;;"SCUOLA ELEM.PAR.""VITTORIA COLONNA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@ISTITUTOCOLONNA.COM;Non Disponibile;VIA CONSERVATORIO N.4;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2032455;45,464347700000005;SCUOLA PRIMARIA;123
MIPS06500Q;201617;NORD OVEST;20154,0;F205;;;LICEO SCIENTIFICO E. FERMI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@LICEOFERMI.COM;Non Disponibile;VIA ALFIERI12;MILANO;LOMBARDIA;SI;www.liceofermi.com;False;9,1760494;45,478935799999995;SCUOLA SECONDARIA II GRADO;159
MISL075007;201617;NORD OVEST;20122,0;F205;;;LICEO ARTISTICO GIOVANNI XXIII;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;IPSSGIO23@GMAIL.COM;Non Disponibile;C.O PORTA VIGENTINA 14;MILANO;LOMBARDIA;SI;www.liceogiovannixxiii.it;False;9,195658;45,4550516;SCUOLA SECONDARIA II GRADO;199
