SEZ2011,NIL
151460005796,BRUZZANO
151460005797,BRUZZANO
151460005798,BRUZZANO
151460005799,BRUZZANO
151460005800,BRUZZANO
151460005801,BRUZZANO
151460005802,BRUZZANO
151460005803,BRUZZANO
151460005804,BRUZZANO
151460005805,BRUZZANO
151460005806,BRUZZANO
151460005807,BRUZZANO
151460005808,BRUZZANO
151460005809,BRUZZANO
151460005810,BRUZZANO
151460005811,BRUZZANO
151460005812,BRUZZANO
151460005813,BRUZZANO
151460005814,BRUZZANO
151460005815,BRUZZANO
151460005816,BRUZZANO
151460005817,BRUZZANO
151460005818,BRUZZANO
151460005819,BRUZZANO
151460005820,BRUZZANO
151460005821,BRUZZANO
151460005822,BRUZZANO
151460005823,BRUZZANO
151460005824,BRUZZANO
151460005825,BRUZZANO
151460005826,BRUZZANO
151460005827,PARCO NORD
151460005828,PARCO NORD
151460005829,NIGUARDA - CA' GRANDA
151460005830,NIGUARDA - CA' GRANDA
151460005831,NIGUARDA - CA' GRANDA
151460005832,NIGUARDA - CA' GRANDA
151460005833,NIGUARDA - CA' GRANDA
151460005834,NIGUARDA - CA' GRANDA
151460005835,NIGUARDA - CA' GRANDA
151460005836,NIGUARDA - CA' GRANDA
151460005837,NIGUARDA - CA' GRANDA
151460005838,NIGUARDA - CA' GRANDA
151460005839,NIGUARDA - CA' GRANDA
151460005840,NIGUARDA - CA' GRANDA
151460005841,NIGUARDA - CA' GRANDA
151460005842,NIGUARDA - CA' GRANDA
151460005843,NIGUARDA - CA' GRANDA
151460005844,NIGUARDA - CA' GRANDA
151460005845,PARCO NORD
151460005846,NIGUARDA - CA' GRANDA
151460005847,NIGUARDA - CA' GRANDA
151460005848,NIGUARDA - CA' GRANDA
151460005849,NIGUARDA - CA' GRANDA
151460005850,PARCO NORD
151460005851,NIGUARDA - CA' GRANDA
151460005853,NIGUARDA - CA' GRANDA
151460005855,NIGUARDA - CA' GRANDA
151460005856,NIGUARDA - CA' GRANDA
151460005857,NIGUARDA - CA' GRANDA
151460005858,NIGUARDA - CA' GRANDA
151460005859,NIGUARDA - CA' GRANDA
151460005860,NIGUARDA - CA' GRANDA
151460005861,NIGUARDA - CA' GRANDA
151460005862,NIGUARDA - CA' GRANDA
151460005863,NIGUARDA - CA' GRANDA
151460005864,NIGUARDA - CA' GRANDA
151460005865,NIGUARDA - CA' GRANDA
151460005866,NIGUARDA - CA' GRANDA
151460005867,NIGUARDA - CA' GRANDA
151460005868,NIGUARDA - CA' GRANDA
151460005869,NIGUARDA - CA' GRANDA
151460005870,NIGUARDA - CA' GRANDA
151460005871,NIGUARDA - CA' GRANDA
151460005872,NIGUARDA - CA' GRANDA
151460005873,NIGUARDA - CA' GRANDA
151460005874,NIGUARDA - CA' GRANDA
151460005875,NIGUARDA - CA' GRANDA
151460005876,NIGUARDA - CA' GRANDA
151460005877,NIGUARDA - CA' GRANDA
151460005878,NIGUARDA - CA' GRANDA
151460005879,NIGUARDA - CA' GRANDA
151460005880,NIGUARDA - CA' GRANDA
151460005881,NIGUARDA - CA' GRANDA
151460005882,NIGUARDA - CA' GRANDA
151460005883,NIGUARDA - CA' GRANDA
151460005884,NIGUARDA - CA' GRANDA
151460005885,NIGUARDA - CA' GRANDA
151460005886,NIGUARDA - CA' GRANDA
151460005887,NIGUARDA - CA' GRANDA
151460005888,NIGUARDA - CA' GRANDA
151460005889,NIGUARDA - CA' GRANDA
151460005890,NIGUARDA - CA' GRANDA
151460005891,NIGUARDA - CA' GRANDA
151460005892,NIGUARDA - CA' GRANDA
151460005893,NIGUARDA - CA' GRANDA
151460005894,NIGUARDA - CA' GRANDA
151460005895,NIGUARDA - CA' GRANDA
151460005896,NIGUARDA - CA' GRANDA
151460005897,NIGUARDA - CA' GRANDA
151460005898,NIGUARDA - CA' GRANDA
151460005899,NIGUARDA - CA' GRANDA
151460005900,NIGUARDA - CA' GRANDA
151460005901,NIGUARDA - CA' GRANDA
151460005902,NIGUARDA - CA' GRANDA
151460005903,NIGUARDA - CA' GRANDA
151460005904,NIGUARDA - CA' GRANDA
151460005905,NIGUARDA - CA' GRANDA
151460005906,NIGUARDA - CA' GRANDA
151460005907,NIGUARDA - CA' GRANDA
151460005908,NIGUARDA - CA' GRANDA
151460005909,NIGUARDA - CA' GRANDA
151460005910,NIGUARDA - CA' GRANDA
151460005911,NIGUARDA - CA' GRANDA
151460005912,NIGUARDA - CA' GRANDA
151460005913,NIGUARDA - CA' GRANDA
151460005914,NIGUARDA - CA' GRANDA
151460005915,NIGUARDA - CA' GRANDA
151460005916,NIGUARDA - CA' GRANDA
151460005917,NIGUARDA - CA' GRANDA
151460005918,NIGUARDA - CA' GRANDA
151460005919,NIGUARDA - CA' GRANDA
151460005920,NIGUARDA - CA' GRANDA
151460005921,NIGUARDA - CA' GRANDA
151460005922,NIGUARDA - CA' GRANDA
151460005923,NIGUARDA - CA' GRANDA
151460005924,NIGUARDA - CA' GRANDA
151460005925,NIGUARDA - CA' GRANDA
151460005926,NIGUARDA - CA' GRANDA
151460005927,NIGUARDA - CA' GRANDA
151460005928,NIGUARDA - CA' GRANDA
151460005929,NIGUARDA - CA' GRANDA
151460005930,NIGUARDA - CA' GRANDA
151460005931,NIGUARDA - CA' GRANDA
151460005932,NIGUARDA - CA' GRANDA
151460005933,GRECO
151460005934,GRECO
151460005935,GRECO
151460005936,GRECO
151460005937,GRECO
151460005938,GRECO
151460005939,GRECO
151460005940,GRECO
151460005941,NIGUARDA - CA' GRANDA
151460005942,NIGUARDA - CA' GRANDA
151460005943,NIGUARDA - CA' GRANDA
151460005944,NIGUARDA - CA' GRANDA
151460005945,NIGUARDA - CA' GRANDA
151460005946,NIGUARDA - CA' GRANDA
151460005947,NIGUARDA - CA' GRANDA
151460005948,NIGUARDA - CA' GRANDA
151460005949,GRECO
151460005950,GRECO
151460005951,GRECO
151460005952,GRECO
151460005953,GRECO
151460005954,GRECO
151460005955,GRECO
151460005956,NIGUARDA - CA' GRANDA
151460005957,NIGUARDA - CA' GRANDA
151460005958,NIGUARDA - CA' GRANDA
151460005959,NIGUARDA - CA' GRANDA
151460005960,BICOCCA
151460005961,BICOCCA
151460005962,BICOCCA
151460005963,BICOCCA
151460005964,BICOCCA
151460005965,BICOCCA
151460005966,BICOCCA
151460005967,BICOCCA
151460005968,NIGUARDA - CA' GRANDA
151460005969,NIGUARDA - CA' GRANDA
151460005970,NIGUARDA - CA' GRANDA
151460005971,NIGUARDA - CA' GRANDA
151460005972,NIGUARDA - CA' GRANDA
151460005973,NIGUARDA - CA' GRANDA
151460005974,NIGUARDA - CA' GRANDA
151460005975,BICOCCA
151460005976,BICOCCA
151460005977,BICOCCA
151460005978,BICOCCA
151460005979,NIGUARDA - CA' GRANDA
151460005980,NIGUARDA - CA' GRANDA
151460005981,NIGUARDA - CA' GRANDA
151460005982,NIGUARDA - CA' GRANDA
151460005983,NIGUARDA - CA' GRANDA
151460005984,NIGUARDA - CA' GRANDA
151460005985,NIGUARDA - CA' GRANDA
151460005986,NIGUARDA - CA' GRANDA
151460005987,NIGUARDA - CA' GRANDA
151460005988,NIGUARDA - CA' GRANDA
151460005989,NIGUARDA - CA' GRANDA
151460005990,NIGUARDA - CA' GRANDA
151460005991,NIGUARDA - CA' GRANDA
151460005992,NIGUARDA - CA' GRANDA
151460005993,NIGUARDA - CA' GRANDA
151460005994,NIGUARDA - CA' GRANDA
151460005995,NIGUARDA - CA' GRANDA
151460005996,NIGUARDA - CA' GRANDA
151460005997,NIGUARDA - CA' GRANDA
151460005998,NIGUARDA - CA' GRANDA
151460005999,NIGUARDA - CA' GRANDA
151460006000,NIGUARDA - CA' GRANDA
151460006001,NIGUARDA - CA' GRANDA
151460006002,NIGUARDA - CA' GRANDA
151460006003,NIGUARDA - CA' GRANDA
151460006004,NIGUARDA - CA' GRANDA
151460006005,NIGUARDA - CA' GRANDA
151460006006,BICOCCA
151460006007,BICOCCA
151460006008,BICOCCA
151460006009,BICOCCA
151460006010,BICOCCA
151460006016,BICOCCA
151460006019,BICOCCA
151460006020,BICOCCA
151460006021,GRECO
151460006022,GRECO
151460006023,GRECO
151460006024,GRECO
151460006025,GRECO
151460006026,GRECO
151460006027,GRECO
151460006028,GRECO
151460006029,GRECO
151460006030,GRECO
151460006031,GRECO
151460006032,GRECO
151460006033,GRECO
151460006034,GRECO
151460006035,BICOCCA
151460006036,NIGUARDA - CA' GRANDA
151460006037,QUARTO OGGIARO
151460006038,QUARTO OGGIARO
151460006039,QUARTO OGGIARO
151460006040,QUARTO OGGIARO
151460006041,QUARTO OGGIARO
151460006042,QUARTO OGGIARO
151460006043,BRUZZANO
151460006044,BRUZZANO
151460006045,BRUZZANO
151460006046,BRUZZANO
151460006047,NIGUARDA - CA' GRANDA
151460006048,NIGUARDA - CA' GRANDA
151460006049,NIGUARDA - CA' GRANDA
151460006050,NIGUARDA - CA' GRANDA
151460006051,BICOCCA
151460006052,BICOCCA
151460006053,BICOCCA
151460006054,BICOCCA
151460006055,BICOCCA
151460006056,BICOCCA
151460006057,BICOCCA
151460006058,BICOCCA
151460006059,BICOCCA
151460006060,BICOCCA
151460006061,BICOCCA
151460006062,BICOCCA
151460006063,BICOCCA
151460006064,BICOCCA
151460006065,VIALE MONZA
151460006066,VIALE MONZA
151460006067,ADRIANO
151460006068,ADRIANO
151460006069,LAMBRATE
151460006070,LAMBRATE
151460006071,LAMBRATE
151460006072,LAMBRATE
151460006073,LAMBRATE
151460006074,LAMBRATE
151460006075,GARIBALDI REPUBBLICA
151460006076,GARIBALDI REPUBBLICA
151460006077,MUGGIANO
151460006078,MUGGIANO
151460006079,GIAMBELLINO
151460006080,GIAMBELLINO
151460006081,GIAMBELLINO
151460006082,GIAMBELLINO
151460006083,RONCHETTO SUL NAVIGLIO
151460006084,RONCHETTO SUL NAVIGLIO
151460006085,EX OM - MORIVIONE
151460006086,EX OM - MORIVIONE
151460006087,EX OM - MORIVIONE
151460006088,UMBRIA - MOLISE
151460006089,UMBRIA - MOLISE
151460006090,ROGOREDO
151460006091,ROGOREDO
151460006092,ROGOREDO
151460006093,ROGOREDO
151460006094,ROGOREDO
151460006095,ROGOREDO
151460006096,ROGOREDO
151460006097,ROGOREDO
151460006098,ROGOREDO
151460006099,STADERA
151460006100,STADERA
151460006101,STADERA
151460006102,STADERA
151460006103,STADERA
151460006104,STADERA
151460006105,GRATOSOGLIO - TICINELLO
151460006106,GRATOSOGLIO - TICINELLO
151460006107,GRATOSOGLIO - TICINELLO
