CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI;nome_citta
RMMM8FZ013;201617;CENTRO;00151;H501;RMIC8FZ002;I.C. PIAZZA FORLANINI;I. C. PIAZZA FORLANINI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FZ002@istruzione.it;Non Disponibile;VIA DI VAL TELLINA 50;ROMA;LAZIO;SI;www.icpiazzaforlanini.it;True;12,448180699999998;41,8673155;SCUOLA SECONDARIA I GRADO;321;ROMA
RMMM8BY01N;201617;CENTRO;00144;H501;RMIC8BY00L;M.RICCI VIA CINA 4;VIALE CAMILLO SABATINI 111;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8BY00L@istruzione.it;Non Disponibile;VIALE CAMILLO SABATINI 111;ROMA;LAZIO;SI;www.icmatteoricci.gov.it;True;12,44146;41,8193;SCUOLA SECONDARIA I GRADO;157;ROMA
RMEE82005B;201617;CENTRO;00156;H501;RMIC820005;GIOVANNI PALOMBINI;PRATOLUNGO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC820005@istruzione.it;Non Disponibile;VIA ELENA BRANDIZZI GIANNI 68;ROMA;LAZIO;SI;www.icscuolapalombini.it;True;12,5799719;41,9347711;SCUOLA PRIMARIA;159;ROMA
RMMM8EE015;201617;CENTRO;00141;H501;RMIC8EE004;IC VIA VAL MAGGIA;SMS CESARE PIVA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8EE004@istruzione.it;Non Disponibile;VIA VAL DI LANZO187;ROMA;LAZIO;SI;www.icvalmaggia.gov.it;True;12,5216316;41,945082;SCUOLA SECONDARIA I GRADO;416;ROMA
RMEE8FT015;201617;CENTRO;00152;H501;RMIC8FT003;I.C. LARGO ORIANI;CRISPI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FT003@istruzione.it;Non Disponibile;VIA BARRILI 13;ROMA;LAZIO;SI;www.iclargooriani.it;True;12,460261;41,8770076;SCUOLA PRIMARIA;653;ROMA
RMEE8GW017;201617;CENTRO;00195;H501;RMIC8GW005;IC CLAUDIO ABBADO;PISTELLI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GW005@istruzione.it;Non Disponibile;VIA MONTEZEBIO 35;ROMA;LAZIO;SI;www.icclaudioabbado.gov.it;True;12,4653695;41,9190562;SCUOLA PRIMARIA;898;ROMA
RMEE83302A;201617;CENTRO;00118;H501;RMIC833007;"""GIANNI RODARI"" - VIA NIOBE";PLESSO CASALOTTO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC833007@istruzione.it;Non Disponibile;VIA ROCCA IMPERIALE 37/39;ROMA;LAZIO;SI;www.icgiannirodari.gov.it;True;12,6109463;41,82300410000001;SCUOLA PRIMARIA;152;ROMA
RMEE8G303T;201617;CENTRO;00167;H501;RMIC8G300N;IC VIA F. BORROMEO;FORTE BRASCHI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8G300N@istruzione.it;Non Disponibile;VIA DEL FORTE BRASCHI;ROMA;LAZIO;SI;SI;True;12,4199921;41,9134499;SCUOLA PRIMARIA;202;ROMA
RMEE8EP01T;201617;CENTRO;00137;H501;RMIC8EP00Q;IC GIOVANNI FALCONE;CASAL DE' PAZZI - ZONA A/4;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EP00Q@istruzione.it;Non Disponibile;PIAZZA HEGEL 10;ROMA;LAZIO;SI;icgiovannifalconeroma.it;True;12,55953;41,9371;SCUOLA PRIMARIA;304;ROMA
RMMM8ED019;201617;CENTRO;00139;H501;RMIC8ED008;IC PIAGET-MAJORANA;ETTORE MAJORANA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8ED008@istruzione.it;Non Disponibile;PIAZZA MINUCCIANO 33;ROMA;LAZIO;SI;www.scuolamajorana.it;True;12,5147907;41,9530621;SCUOLA SECONDARIA I GRADO;642;ROMA
RMMM820016;201617;CENTRO;00156;H501;RMIC820005;GIOVANNI PALOMBINI;VIA RIVISONDOLI 39;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC820005@istruzione.it;Non Disponibile;VIA RIVISONDOLI 39;ROMA;LAZIO;SI;www.icscuolapalombini.it;True;12,57331;41,92331;SCUOLA SECONDARIA I GRADO;178;ROMA
RMMM8FS018;201617;CENTRO;00146;H501;RMIC8FS007;I.C. GIUSEPPE BAGNERA;GIUSEPPE BAGNERA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FS007@istruzione.it;Non Disponibile;VIA GIUSEPPE BAGNERA64;ROMA;LAZIO;SI;www.icviabagnera.it;True;12,4667156;41,863631700000006;SCUOLA SECONDARIA I GRADO;668;ROMA
RMEE83303B;201617;CENTRO;00118;H501;RMIC833007;"""GIANNI RODARI"" - VIA NIOBE";CENTRONI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC833007@istruzione.it;Non Disponibile;VIA FOSSO DI S. ANDREA 77;ROMA;LAZIO;SI;www.icgiannirodari.gov.it;True;12,6308186;41,8117536;SCUOLA PRIMARIA;294;ROMA
RMEE8GE02C;201617;CENTRO;00182;H501;RMIC8GE009;IC VIA CENEDA;VIA BOBBIO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GE009@istruzione.it;Non Disponibile;VIA BOBBIO 3;ROMA;LAZIO;SI;www.istitutocomprensivoceneda.it;True;12,5159347;41,880613200000006;SCUOLA PRIMARIA;109;ROMA
RMEE8CP03P;201617;CENTRO;00132;H501;RMIC8CP00E;IC CASTELVERDE;VIA CITTA' S. ANGELO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CP00E@istruzione.it;Non Disponibile;VIA CITTA' S. ANGELO 31;ROMA;LAZIO;SI;iccastelverderoma.it;True;12,69282;41,90748;SCUOLA PRIMARIA;185;ROMA
RMEE8ED01A;201617;CENTRO;00139;H501;RMIC8ED008;IC PIAGET-MAJORANA;JEAN PIAGET;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8ED008@istruzione.it;Non Disponibile;VIA SEGGIANO 34;ROMA;LAZIO;SI;www.icpiazzaminuciano.gov.it;True;12,514886099999998;41,9526005;SCUOLA PRIMARIA;659;ROMA
RMMM862018;201617;CENTRO;00127;H501;RMIC862007;TACITO - GUARESCHI;TACITO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC862007@istruzione.it;Non Disponibile;VIA DEL RISARO 34/36;ROMA;LAZIO;SI;WWW.ICTACITOGUARESCHI.GOV.IT;True;12,40312;41,79499999999999;SCUOLA SECONDARIA I GRADO;308;ROMA
RMMM8EV015;201617;CENTRO;00176;H501;RMIC8EV004;I.C. VIA DAL VERME;"""G.B. PIRANESI""";NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8EV004@istruzione.it;Non Disponibile;VIA L. DAL VERME 109;ROMA;LAZIO;SI;www.icviadalverme.gov.it;True;12,5394344;41,8887906;SCUOLA SECONDARIA I GRADO;437;ROMA
RMMM83201C;201617;CENTRO;00132;H501;RMIC83200B;MARIA GRAZIA CUTULI;VIA MELIZZANO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC83200B@istruzione.it;Non Disponibile;VIA MELIZZANO94;ROMA;LAZIO;SI;www.istitutocomprensivomariagraziacutuli.it;True;12,63346;41,8906085;SCUOLA SECONDARIA I GRADO;262;ROMA
RMEE8BS012;201617;CENTRO;00161;H501;RMIC8BS00X;ISTITUTO COMPRENSIVO PER SORDI;IST.STAT.SORDOMUTI - ELEM.;SPEC. PER SORDOMUTI;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8BS00X@istruzione.it;Non Disponibile;VIA NOMENTANA 56;ROMA;LAZIO;SI;www.scuolasordiroma.it;True;12,5076542;41,9133784;SCUOLA PRIMARIA;73;ROMA
RMEE806055;201617;CENTRO;00100;H501;RMIC80600V;ISTITUTO COMPRENSIVO VIRGILIO;CADLOLO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC80600V@istruzione.it;Non Disponibile;VIA DELLA RONDINELLA 2;ROMA;LAZIO;SI;www.icvirgilio.it;True;12,4686491;41,9013221;SCUOLA PRIMARIA;121;ROMA
RMMM8GX012;201617;CENTRO;00195;H501;RMIC8GX001;IC PARCO DELLA VITTORIA;"""G.G.BELLI""";NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8GX001@istruzione.it;Non Disponibile;VIA A. MORDINI 19;ROMA;LAZIO;SI;www.scuolabelli.it;True;12,4637324;41,913848;SCUOLA SECONDARIA I GRADO;1096;ROMA
RMEE847017;201617;CENTRO;00165;H501;RMIC847005;IC P.ZZA BORGONCINI DUCA 5;SAN FRANCESCO D'ASSISI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC847005@istruzione.it;Non Disponibile;PIAZZA BORGONCINI 5;ROMA;LAZIO;SI;www.icborgonciniducaroma.com;True;12,4492758;41,8939425;SCUOLA PRIMARIA;374;ROMA
RMEE82901N;201617;CENTRO;00142;H501;RMIC82900G;I.C. CARLO ALBERTO DALLA CHIESA;EUROPA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC82900G@istruzione.it;Non Disponibile;VIA GROTTAPERFETTA 524;ROMA;LAZIO;SI;http//www.icsdallachiesa.it;True;12,5073498;41,8375633;SCUOLA PRIMARIA;344;ROMA
RMEE8EE027;201617;CENTRO;00141;H501;RMIC8EE004;IC VIA VAL MAGGIA;ALBERTO MANZI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EE004@istruzione.it;Non Disponibile;VIA VALDARNO6;ROMA;LAZIO;SI;www.icvalmaggia.gov.it;True;12,5238547;41,9340152;SCUOLA PRIMARIA;211;ROMA
RMEE8EV016;201617;CENTRO;00176;H501;RMIC8EV004;I.C. VIA DAL VERME;GIULIO CESARE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EV004@istruzione.it;Non Disponibile;VIA CONTE DI CARMAGNOLA 27;ROMA;LAZIO;SI;www.icviadalverme.gov.it;True;12,5339816;41,8900424;SCUOLA PRIMARIA;378;ROMA
RMMM8BS011;201617;CENTRO;00166;H501;RMIC8BS00X;ISTITUTO COMPRENSIVO PER SORDI;FABRIANI S.M. PER SORDOMUTI;PER SORDOMUTI;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8BS00X@istruzione.it;Non Disponibile;VIA DON C. GNOCCHI 70;ROMA;LAZIO;SI;www.scuolasordiroma.it;True;12,3964577;41,9145194;SCUOLA SECONDARIA I GRADO;31;ROMA
RMMM8FU01X;201617;CENTRO;;H501;RMIC8FU00V;"I.C. ""MARGHERITA HACK""";VIA DELLA NOCETTA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FU00V@istruzione.it;Non Disponibile;VIA DELLA NOCETTA 100;ROMA;LAZIO;SI;www.icsmargheritahack.gov.it;True;12,432998199999998;41,8830248;SCUOLA SECONDARIA I GRADO;267;ROMA
RMMM80601X;201617;CENTRO;00186;H501;RMIC80600V;ISTITUTO COMPRENSIVO VIRGILIO;VIRGILIO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC80600V@istruzione.it;Non Disponibile;VIA GIULIA 25;ROMA;LAZIO;SI;www.icvirgilio.it;True;12,46801;41,89638;SCUOLA SECONDARIA I GRADO;280;ROMA
RMMM8E201N;201617;CENTRO;00171;H501;RMIC8E200L;VIA P.R.PIROTTA;VIA P.R.PIROTTA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8E200L@istruzione.it;Non Disponibile;VIA P.R.PIROTTA 95;ROMA;LAZIO;SI;www.scuolapirotta.it;True;12,571466;41,89365859999999;SCUOLA SECONDARIA I GRADO;91;ROMA
RMEE8GS01X;201617;CENTRO;00135;H501;RMIC8GS00T;IC OCTAVIA;ANTONIO BERTOLOTTI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GS00T@istruzione.it;Non Disponibile;VIA GIUSEPPE MAZZATINTI 37;ROMA;LAZIO;SI;www.icoctavia.gov.it;True;12,4100399;41,95830150000001;SCUOLA PRIMARIA;231;ROMA
RMEE84403T;201617;CENTRO;00166;H501;RMIC84400N;VIA BOCCEA 590;TENUTA SAN MARIO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC84400N@istruzione.it;Non Disponibile;VIA BOCCEA KM.13500;ROMA;LAZIO;SI;WWW.ICVIABOCCEA.GOV.IT;True;12,3585574;41,92781129999999;SCUOLA PRIMARIA;93;ROMA
RMEE847028;201617;CENTRO;00165;H501;RMIC847005;IC P.ZZA BORGONCINI DUCA 5;DUE OTTOBRE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC847005@istruzione.it;Non Disponibile;VIA S.MARIA ALLE FORNACI 3;ROMA;LAZIO;SI;www.icborgonciniducaroma.com;True;12,4555952;41,89780710000001;SCUOLA PRIMARIA;140;ROMA
RMMM8EQ01L;201617;CENTRO;00156;H501;RMIC8EQ00G;IC VIA BELFORTE DEL CHIENTI;FEDERICO FELLINI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8EQ00G@istruzione.it;Non Disponibile;VIA BELFORTE DEL CHIENTI 24;ROMA;LAZIO;SI;www.icbelfortedelchienti.gov.it;True;12,5753569;41,9442141;SCUOLA SECONDARIA I GRADO;283;ROMA
RMEE8EE016;201617;CENTRO;00141;H501;RMIC8EE004;IC VIA VAL MAGGIA;ANNA MAGNANI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EE004@istruzione.it;Non Disponibile;VIA VAL MAGGIA 21;ROMA;LAZIO;SI;www.icvalmaggia.gov.it;True;12,5175852;41,9424919;SCUOLA PRIMARIA;342;ROMA
RMMM8EG01R;201617;CENTRO;00139;H501;RMIC8EG00Q;IC P.ZZA FILATTIERA;PIAZZA FILATTIERA 84;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8EG00Q@istruzione.it;Non Disponibile;PIAZZA FILATTIERA 84;ROMA;LAZIO;SI;www.filattiera84.gov.it;True;12,5182591;41,95879499999999;SCUOLA SECONDARIA I GRADO;624;ROMA
RMEE8FP02D;201617;CENTRO;00125;H501;RMIC8FP00A;ALESSANDRO MAGNO;VIA GHIGLIA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FP00A@istruzione.it;Non Disponibile;VIA OSCAR GHIGLIA 266/268;ROMA;LAZIO;SI;www.alessandromagnoaxa.it;True;12,375212;41,7761628;SCUOLA PRIMARIA;332;ROMA
RMEE8E202Q;201617;CENTRO;00155;H501;RMIC8E200L;VIA P.R.PIROTTA;EMILY DICKINSON;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8E200L@istruzione.it;Non Disponibile;VIA LUIGI NONO 37;ROMA;LAZIO;SI;www.scuolapirotta.it;True;12,5862533;41,902422;SCUOLA PRIMARIA;110;ROMA
RMMM8CC018;201617;CENTRO;00172;H501;RMIC8CC007;"IC ""VIA TOR DE SCHIAVI 175""";GUGLIELMO MASSAIA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8CC007@istruzione.it;Non Disponibile;VIA TOR DE' SCHIAVI 175;ROMA;LAZIO;SI;www.scuolamassaia.it;True;12,56273;41,88548000000001;SCUOLA SECONDARIA I GRADO;348;ROMA
RMMM855015;201617;CENTRO;00133;H501;RMIC855004;"""MARCO POLO""";FERRARA FRANCO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC855004@istruzione.it;Non Disponibile;VIA PATERNO' 22;ROMA;LAZIO;SI;www.istitutocomprensivomarcopolo.gov.it;True;12,6715776;41,85846790000001;SCUOLA SECONDARIA I GRADO;376;ROMA
RMEE84405X;201617;CENTRO;00166;H501;RMIC84400N;VIA BOCCEA 590;PORCARECCIA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC84400N@istruzione.it;Non Disponibile;VIA DI BOCCEA 590;ROMA;LAZIO;SI;WWW.ICVIABOCCEA.IT;True;12,37843;41,91766;SCUOLA PRIMARIA;394;ROMA
RMMM8GY01T;201617;CENTRO;00148;H501;RMIC8GY00R;IC VIA ORATORIO DAMASIANO;SMS VIA DELLE VIGNE;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8GY00R@istruzione.it;Non Disponibile;VIA DELLE VIGNE 190;ROMA;LAZIO;SI;WWW.ICDAMASIANO.GOV.IT;True;12,4203043;41,8465908;SCUOLA SECONDARIA I GRADO;410;ROMA
RMEE8EQ01N;201617;CENTRO;00156;H501;RMIC8EQ00G;IC VIA BELFORTE DEL CHIENTI;G.PALATUCCI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EQ00G@istruzione.it;Non Disponibile;VIA POLLENZA N.54;ROMA;LAZIO;SI;www.icbelfortedelchienti.gov.it;True;12,5771979;41,943464;SCUOLA PRIMARIA;362;ROMA
RMMM827011;201617;CENTRO;00133;H501;RMIC82700X;MELISSA BASSI;ILARIA ALPI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC82700X@istruzione.it;Non Disponibile;VIA DELL'ARCHEOLOGIA 139;ROMA;LAZIO;SI;ISTITUTOCOMPRENSIVOVIADELLAARCHEOLOGIA;True;12,6287873;41,87940070000001;SCUOLA SECONDARIA I GRADO;139;ROMA
RMEE848024;201617;CENTRO;00136;H501;RMIC848001;VIA L. RIZZO 1;VICO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC848001@istruzione.it;Non Disponibile;P.LE EROI 14;ROMA;LAZIO;SI;WWW.ICVIALUIGIRIZZO.GOV.IT;True;12,4481445;41,9092821;SCUOLA PRIMARIA;403;ROMA
RMEE83201D;201617;CENTRO;00132;H501;RMIC83200B;MARIA GRAZIA CUTULI;E. TARANTELLI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC83200B@istruzione.it;Non Disponibile;VIA MELIZZANO94;ROMA;LAZIO;SI;www.istitutocomprensivomariagraziacutuli.it;True;12,63346;41,8906085;SCUOLA PRIMARIA;429;ROMA
RMEE805015;201617;CENTRO;00153;H501;RMIC805003;"""ELSA MORANTE""";QUATTRO NOVEMBRE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC805003@istruzione.it;Non Disponibile;VIA VOLTA 41;ROMA;LAZIO;SI;wwwicelsamorante.ORG.it;True;12,4762431;41,8782879;SCUOLA PRIMARIA;128;ROMA
RMEE82904R;201617;CENTRO;00147;H501;RMIC82900G;I.C. CARLO ALBERTO DALLA CHIESA;RAIMONDI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC82900G@istruzione.it;Non Disponibile;VIALE C.T. ODESCALCHI 71;ROMA;LAZIO;SI;www.icsdallachiesa.it;True;12,5001383;41,85446040000001;SCUOLA PRIMARIA;224;ROMA
RMMM804018;201617;CENTRO;00162;H501;RMIC804007;I.C. FALCONE E BORSELLINO;FALCONE E BORSELLINO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC804007@istruzione.it;Non Disponibile;VIA G. DA PROCIDA 16;ROMA;LAZIO;SI;www.falconeborsellino.gov.it;True;12,5252255;41,91346400000001;SCUOLA SECONDARIA I GRADO;303;ROMA
RMEE8G301Q;201617;CENTRO;00168;H501;RMIC8G300N;IC VIA F. BORROMEO;VENTICINQUE APRILE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8G300N@istruzione.it;Non Disponibile;VIA F. BORROMEO 57;ROMA;LAZIO;SI;si;True;12,415023199999998;41,9176397;SCUOLA PRIMARIA;209;ROMA
RMMM848012;201617;CENTRO;00136;H501;RMIC848001;VIA L. RIZZO 1;ARIOSTO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC848001@istruzione.it;Non Disponibile;VIA L. RIZZO 1;ROMA;LAZIO;SI;WWW.ICVIALUIGIRIZZO.IT;True;12,447432;41,90972989999999;SCUOLA SECONDARIA I GRADO;273;ROMA
RMEE8CC02A;201617;CENTRO;00172;H501;RMIC8CC007;"IC ""VIA TOR DE SCHIAVI 175""";FAUSTO CECCONI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CC007@istruzione.it;Non Disponibile;VIA DEI GLICINI 60;ROMA;LAZIO;SI;www.icviatordeschiavi175.gov.it;True;12,5647192;41,8790558;SCUOLA PRIMARIA;362;ROMA
RMEE8B1013;201617;CENTRO;00128;H501;RMIC8B1001;MARTA RUSSO;PRIMARIA-MARIA BADALONI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B1001@istruzione.it;Non Disponibile;VIA I. TORSIELLO 57;ROMA;LAZIO;SI;www.icmartarusso.it;True;12,4749187;41,7687238;SCUOLA PRIMARIA;416;ROMA
RMEE8BM01V;201617;CENTRO;00167;H501;RMIC8BM00R;MARIA CAPOZZI;A. BALDI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8BM00R@istruzione.it;Non Disponibile;VIA SISTO QUARTO 176;ROMA;LAZIO;SI;www.icmariacapozziroma.gov.it;True;12,4201245;41,9098739;SCUOLA PRIMARIA;240;ROMA
RMEE8G604A;201617;CENTRO;00175;H501;RMIC8G6005;I.C. VIALE DEI CONSOLI 16;G.PUCCINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8G6005@istruzione.it;Non Disponibile;V.LE DEI CONSOLI 16;ROMA;LAZIO;SI;WWW.ICVIALEDEICONSOLI.GOV.IT;True;12,5555409;41,8630893;SCUOLA PRIMARIA;321;ROMA
RMMM8G301P;201617;CENTRO;00168;H501;RMIC8G300N;IC VIA F. BORROMEO;SMS VIA S. BORGIA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8G300N@istruzione.it;Non Disponibile;VIA STEFANO BORGIA 110;ROMA;LAZIO;SI;SI;True;12,4192132;41,9225114;SCUOLA SECONDARIA I GRADO;227;ROMA
RMMM8ES01N;201617;CENTRO;00131;H501;RMIC8ES00L;MAHATMA GANDHI;SMS VIA POPPEA SABINA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8ES00L@istruzione.it;Non Disponibile;VIA POPPEA SABINA;ROMA;LAZIO;SI;WWW.ICMAHATMAGANDHI.IT;True;12,6014864;41,9481279;SCUOLA SECONDARIA I GRADO;448;ROMA
RMEE855027;201617;CENTRO;00133;H501;RMIC855004;"""MARCO POLO""";VIA GIARRE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC855004@istruzione.it;Non Disponibile;VIA GIARRE 41/45;ROMA;LAZIO;SI;www.istitutocomprensivomarcopolo.gov.it;True;12,6713838;41,8568059;SCUOLA PRIMARIA;469;ROMA
RMEE8B1024;201617;CENTRO;00128;H501;RMIC8B1001;MARTA RUSSO;VIA B.KEATON;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B1001@istruzione.it;Non Disponibile;VIA BUSTER KEATON S.N.C.;ROMA;LAZIO;SI;www.icmartarusso.it;True;12,4741774;41,78814209999999;SCUOLA PRIMARIA;335;ROMA
RMEE827012;201617;CENTRO;00133;H501;RMIC82700X;MELISSA BASSI;SANDRO PERTINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC82700X@istruzione.it;Non Disponibile;VIA DELL'ARCHEOLOGIA 137;ROMA;LAZIO;SI;ISTITUTOCOMPRENSIVOVIADELLAARCHEOLOGIA;True;12,6287873;41,87940070000001;SCUOLA PRIMARIA;249;ROMA
RMEE8CC03B;201617;CENTRO;00172;H501;RMIC8CC007;"IC ""VIA TOR DE SCHIAVI 175""";RENZO PEZZANI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CC007@istruzione.it;Non Disponibile;PIAZZA DEI MIRTI 31;ROMA;LAZIO;SI;www.icviatordeschiavi175.gov.it;True;12,5664138;41,8806843;SCUOLA PRIMARIA;347;ROMA
RMMM8GT01P;201617;CENTRO;00135;H501;RMIC8GT00N;I.C. VIA TRIONFALE;VIA VALLOMBROSA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8GT00N@istruzione.it;Non Disponibile;VIA VALLOMROSA 31;ROMA;LAZIO;SI;www.icviatrionfale.gov.it;True;12,4430257;41,9507692;SCUOLA SECONDARIA I GRADO;151;ROMA
RMMM8EL01D;201617;CENTRO;00159;H501;RMIC8EL00C;IC VIA TEDESCHI;SMS VIA TEDESCHI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8EL00C@istruzione.it;Non Disponibile;VIA TEDESCHI 85;ROMA;LAZIO;SI;www.197circolodidattico.it;True;12,53694;41,91285900000001;SCUOLA SECONDARIA I GRADO;206;ROMA
RMMM8BM01T;201617;CENTRO;00167;H501;RMIC8BM00R;MARIA CAPOZZI;LEOPARDI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8BM00R@istruzione.it;Non Disponibile;VIA ENNIO BONIFAZI 64;ROMA;LAZIO;SI;www.icmariacapozziroma.gov.it;True;12,4167004;41,90597289999999;SCUOLA SECONDARIA I GRADO;752;ROMA
RMEE8FV03V;201617;CENTRO;00153;H501;RMIC8FV00P;I.C. VIA FABIOLA;CESANA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FV00P@istruzione.it;Non Disponibile;VIA N. PARBONI 7;ROMA;LAZIO;SI;www.icviafabiola.gov.it;True;12,4675163;41,8798579;SCUOLA PRIMARIA;227;ROMA
RMEE82902P;201617;CENTRO;00142;H501;RMIC82900G;I.C. CARLO ALBERTO DALLA CHIESA;ENZO FERRARI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC82900G@istruzione.it;Non Disponibile;VIALE ERMINIO SPALLA 36;ROMA;LAZIO;SI;www.icsdallachiesa.it;True;12,5134023;41,8329724;SCUOLA PRIMARIA;208;ROMA
